"Payer Name","PayorID"
"IRON ROAD HEALTHCARE - ERA ONLY","ECIRO"
"IRONWORKING CONTRACT I.P. (WC)","J1075"
"IRONWORKING CONTRACT I.P. (WC)","J1075"
"IRVINE COMPANY - WC","J2798"
"IRVINE COMPANY - WC","J2798"
"ISLAND ENERGY SERVICES - WC","J2799"
"ISLAND ENERGY SERVICES - WC","J2799"
"ISLAND HOME INSURANCE","ISLAH"
"ISLAND INSURANCE COMPANIES (AUTO)","J3794"
"ISLAND INSURANCE COMPANIES (AUTO)","J3794"
"ISLAND INSURANCE COMPANIES (WC)","P3794"
"ISLAND INSURANCE COMPANIES (WC)","P3794"
"ISO INTERNATIONAL STUDENT HEALTH INSURANCE","ISOSH"
"ISS FACILITY SERVICES - CORVEL (AUTO)","J2276"
"ISS FACILITY SERVICES - CORVEL (AUTO)","J2276"
"ISS FACILITY SERVICES - CORVEL (WC)","P2276"
"ISS FACILITY SERVICES - CORVEL (WC)","P2276"
"ISURITY (WC)","J1911"
"ISURITY (WC)","J1911"
"J B HUNT TRANSPORT INC (WC)(ATTACHMENT)","A0138"
"J&L RISK MGMT CONSULTANTS, INC. (AUTO)","J3827"
"J&L RISK MGMT CONSULTANTS, INC. (AUTO)","J3827"
"J&L RISK MGMT CONSULTANTS, INC. (WC)","P3827"
"J&L RISK MGMT CONSULTANTS, INC. (WC)","P3827"
"J. F. MOLLOY AND ASSOCIATES, INC.","61271"
"J.CREW GROUP, INC. - WC","J2800"
"J.CREW GROUP, INC. - WC","J2800"
"J.G. BOSWELL COMPANY - WC","J3294"
"J.G. BOSWELL COMPANY - WC","J3294"
"J.H. MCCORMACK CONST (WC)","41556"
"J.R. SIMPLOT COMPANY - WC","J3295"
"J.R. SIMPLOT COMPANY - WC","J3295"
"JACKSON HEALTH SYSTEMS OCIP - WC","J2801"
"JACKSON NATIONAL -ERA ONLY","ECJAN"
"JADE HEALTH CARE MEDICAL GROUP","NMM07"
"JAI MEDICAL SYSTEMS MANAGED CARE ORGANIZATION","JAI01"
"JBS USA, LLC - WC","J2802"
"JBS USA, LLC - WC","J2802"
"JD MECHANICAL (WC)","41556"
"JEFFERSON COUNTY COMMISSION (AL) - CORVEL (WC)","J3331"
"JEFFERSON COUNTY COMMISSION (AL) - CORVEL (WC)","J3331"
"JEFFERSON COUNTY TEXAS (WC)","41556"
"JEG'S AUTOMOTIVE - WC","J2803"
"JEG'S AUTOMOTIVE - WC","J2803"
"JENCARE MEDICAL","JCARE"
"JERICHO SHARE","IHS02"
"JETBLUE AIRWAYS CORPORATION - WC","J2804"
"JETBLUE AIRWAYS CORPORATION - WC","J2804"
"JI SPECIALTY SERVICES (WC)","J1006"
"JI SPECIALTY SERVICES (WC)","J1006"
"JLS FAMILY ENTERPRISE (DBA LEAGUE MEDICAL CONCEPTS)","JLSFE"
"JM FAMILY ENTERPRISES, INC. - WC","J2805"
"JM FAMILY ENTERPRISES, INC. - WC","J2805"
"JMS & ASSOCIATES SBM","SBMCO"
"JOHN CARROLL UNIVERSITY - WC","J2806"
"JOHN CARROLL UNIVERSITY - WC","J2806"
"JOHN HOPKINS HOME CARE GROUP","JHHCG"
"JOHN MORRELL","38310"
"JOHN MUIR HEALTH (WC)","41556"
"JOHN MUIR TRAUMA PHYSICIANS","68013"
"JOHN MUIR/</br>MT DIABLO H.N. CA","68036"
"JOHNS HOPKINS HEALTHCARE (EH-PPP)","52189"
"JOHNS HOPKINS MEDICAL CENTER (USFHP)","52123"
"JOHNSON CONTROLS INTERNATIONAL PLC (COMP) (AUTO)","J3245"
"JOHNSON CONTROLS INTERNATIONAL PLC (COMP) (AUTO)","J3245"
"JOHNSON CONTROLS INTERNATIONAL PLC - WC","J2807"
"JOHNSON CONTROLS INTERNATIONAL PLC - WC","J2807"
"JOHNSTON SCHOOLS (VIA EMC RISK SERVICES) (E (WC)","J1118"
"JOINT POWERS INSURANCE AUTHORITY (JPIA) (AUTO)","J2291"
"JOINT POWERS INSURANCE AUTHORITY (JPIA) (AUTO)","J2291"
"JOINT POWERS INSURANCE AUTHORITY (JPIA) (WC)","P2291"
"JOINT POWERS INSURANCE AUTHORITY (JPIA) (WC)","P2291"
"JOLIET JUNIOR COLLEGE - WC","J2808"
"JOLIET JUNIOR COLLEGE - WC","J2808"
"JONES TRUCK LINES,INC. (WC)","J1076"
"JONES TRUCK LINES,INC. (WC)","J1076"
"JOPLIN CLAIMS","43178"
"JP FARLEY CORP","34136"
"JP MORGAN CHASE BANK, NA. - WC","J2809"
"JP MORGAN CHASE BANK, NA. - WC","J2809"
"JPS CONNECTION","75604"
"JPS HEALTH NETWORK","Z2600"
"JSL (AUTO)","J3783"
"JSL (AUTO)","J3783"
"JSL (WC)","P3783"
"JSL (WC)","P3783"
"JUDSON ISD (WC)","41556"
"JULIO & SONS COMPANY- CORVEL (WC)","J4199"
"JUST RITE ACOUSTICS, INC. - WC","J2810"
"JUST RITE ACOUSTICS, INC. - WC","J2810"
"JUVENILE JAIL FACILITY MANAGEM (WC)","J1077"
"JUVENILE JAIL FACILITY MANAGEM (WC)","J1077"
"JVHL - BLUE CARE NETWORK  (BCN COMMERCIAL LABS)","MNVJH"
"JVHL - PHYSICIANS HEALTH PLAN","MNJVH"
"JVHL AETNA BETTER HEALTH PREMIER PLAN","M5JVL"
"JVHL AMERIHEALTH CARITAS VIP CARE PLUS","MDJVL"
"JVHL BCBSM MEDICARE PLUS BLUE PPO","KCJVL"
"JVHL BLUE CARE NETWORK (BCN REIMBURSABLE LABS)","JQJVL"
"JVHL BLUE CARE NETWORK (CRITICAL ACCESS /</br> SMAL","MJJVL"
"JVHL BLUE CARE NETWORK (JVHL NETWORK)","J9JVL"
"JVHL BLUE CARE NETWORK* (BCN COMMERCIAL LABS)","JJJVL"
"JVHL BLUE CROSS COMPLETE","KPJVL"
"JVHL CIGNA  (HEALTH PARTNERS MEMBERS ONLY)","KQJVL"
"JVHL CIGNA (NON-HAP AND CIGNA-HAP MEMBERS)","KDJVL"
"JVHL COMMUNITY CARE ASSOCIATES (HEALTHCHOICE)","JWJVL"
"JVHL COVENTRYCARES  AETNA BETTER HEALTH OF MI","J8JVL"
"JVHL GENESEE COUNTY HEALTH PLAN","MBJVL"
"JVHL HAP EMPOWERED (MIDWEST) HEALTH PLAN","JBJVL"
"JVHL HEALTH ALLIANCE PLAN (CAPITATED CONTRACTS)","JGJVL"
"JVHL HEALTH ALLIANCE PLAN (FFS CONTRACTS)","JHJVL"
"JVHL HUMANA","KVJVL"
"JVHL MCLAREN HEALTH PLAN","K7JVL"
"JVHL MERIDIAN HEALTH PLAN OF MI","J2JVL"
"JVHL MOLINA HEALTHCARE OF MICHIGAN","JIJVL"
"JVHL PRIORITY HEALTH","JZJVL"
"JVHL RELIANCE HMO","MKJVL"
"JVHL UHC COMMUNITY PLAN GREAT LAKES HEALTH PLAN","JRJVL"
"JVHL UNITED HEALTHCARE (GOLDEN RULE MEMBERS)","KRJVL"
"JVHL UNITED HEALTHCARE (NON-GOLDEN RULE MEMBERS","J5JVL"
"JVHL WELLCARE","MMJVL"
"JWF SPECIALITY (WC)","J3848"
"JWF SPECIALITY (WC)","J3848"
"JWF SPECIALTY (AUTO)","J3800"
"JWF SPECIALTY (AUTO)","J3800"
"JWF SPECIALTY (WC)","P3800"
"JWF SPECIALTY (WC)","P3800"
"KAISER FOUNDATION HEALTH PLAN - WC","J2811"
"KAISER FOUNDATION HEALTH PLAN - WC","J2811"
"KAISER FOUNDATION HEALTH PLAN OF COLORADO","91617"
"KAISER FOUNDATION HEALTH PLAN OF NORTHERN CA REGION","94135"
"KAISER FOUNDATION HEALTH PLAN OF SOUTHERN CA REGION","94134"
"KAISER FOUNDATION HEALTH PLAN OF WASHINGTON","91051"
"KAISER FOUNDATION OF THE NORTHWEST","93079"
"KAISER HEALTH PLAN INC - GEORGIA REGION","21313"
"KAISER HEALTH PLANS -  MID ATLANTIC STATES","52095"
"KAISER PERMANENTE HEALTH PLAN OF HAWAII","94123"
"KAISER SELF FUNDED","94320"
"KALOS GOLD HEALTH PLAN","61185"
"KALOS HEALTH","40137"
"KAMG HOSPITAL","GSH02"
"KANAWHA INSURANCE CO SC","57038"
"KANSAS SUPERIOR SELECT","71066"
"KAPLAN TRUCKING COMPANY, THE - AUTO","J3244"
"KAPLAN TRUCKING COMPANY, THE - AUTO","J3244"
"KAUTZ VINYARDS (WC)","41556"
"KB MEDICAL PRACTICE PC/</br>EMPIRE MEDICAL PRACTICE","35463"
"KCI HOLDINGS USA (WC)","J1078"
"KCI HOLDINGS USA (WC)","J1078"
"KEENAN AND ASSOCIATES (SEE NOTE FOR EXCLUSI (WC)","J1498"
"KEENAN AND ASSOCIATES (SEE NOTE FOR EXCLUSI (WC)","J1498"
"KEENAN ASSOCIATES (CA)","95279"
"KELLEY AMERIT HOLDINGS, LLC - CORVEL (AUTO)","J3343"
"KELLEY AMERIT HOLDINGS, LLC - CORVEL (AUTO)","J3343"
"KELLEY AMERIT HOLDINGS, LLC - CORVEL (WC)","P3343"
"KELLEY AMERIT HOLDINGS, LLC - CORVEL (WC)","P3343"
"KELLOGG COMPANIES - CORVEL (AUTO)","J1803"
"KELLOGG COMPANIES - CORVEL (AUTO)","J1803"
"KELLOGG COMPANIES - CORVEL (WC)","P1803"
"KELLOGG COMPANIES - CORVEL (WC)","P1803"
"KELSEY-SEYBOLD","KELSE"
"KEMBERTON HEALTHCARE SERVICES","62480"
"KEMPER BENEFITS","61453"
"KEMPER PREFERRED (AUTO)","C1030"
"KEMPER PREFERRED (AUTO)","C1030"
"KEMPTON GROUP ADMINISTRS","73100"
"KEN DAVIS INDUSTRIES INC. (WC)","J1079"
"KEN DAVIS INDUSTRIES INC. (WC)","J1079"
"KENNEDY HEALTH SYSTEM, INC. OCIP - WC","J2812"
"KENNEDY HEALTH SYSTEM, INC. OCIP - WC","J2812"
"KENTUCKY EMPLOYERS MUTUAL INSURANCE - KEM (AUTO)","J3680"
"KENTUCKY EMPLOYERS MUTUAL INSURANCE - KEM (AUTO)","J3680"
"KENTUCKY EMPLOYERS MUTUAL INSURANCE - KEMI (WC)","P3680"
"KENTUCKY EMPLOYERS MUTUAL INSURANCE - KEMI (WC)","P3680"
"KENTUCKY HEALTH ADMIN - ERA ONLY","ECKYH"
"KENTUCKY HEALTH ADMINISTRATORS, INC.","82357"
"KENTUCKY HEALTH COOPERATIVE","77894"
"KENYON COLLEGE - WC","J2813"
"KENYON COLLEGE - WC","J2813"
"KERN HEALTH SYSTEMS","77039"
"KERN MEDICAL SURGERY CENTER (WC)","J3335"
"KERN MEDICAL SURGERY CENTER (WC)","J3335"
"KERRY HOLDING CO. - CORVEL (AUTO)","J2275"
"KERRY HOLDING CO. - CORVEL (AUTO)","J2275"
"KERRY HOLDING CO. - CORVEL (WC)","P2275"
"KERRY HOLDING CO. - CORVEL (WC)","P2275"
"KEY BENEFIT ADMINISTRATORS","37217"
"KEY BENEFIT ADMINISTRATORS - KEY GAP","35317"
"KEY CORP - WC","J2814"
"KEY HEALTH MEDICAL SOLUTIONS, INC","KHMSI"
"KEY MEDICAL GROUP","IP082"
"KEY RISK MANAGEMENT SERVICES LLC (WC)","J1521"
"KEY SELECT","37321"
"KEY SOLUTION","37323"
"KEY TECHNOLOGY, INC. - WC","J2815"
"KEYSIGHT TECHNOLOGIES, INC - WC","J2816"
"KEYSIGHT TECHNOLOGIES, INC - WC","J2816"
"KEYSTONE FIRST","23284"
"KEYSTONE FIRST COMMUNITY HEALTHCHOICES","42344"
"KEYSTONE FIRST PA COMMUNITY HEALTHCHOICES","77741"
"KEYSTONE FIRST VIP CHOICE","77741"
"KEYSTONE FOODS LLC - WC","J2817"
"KEYSTONE FOODS LLC - WC","J2817"
"KEYSTONE HEALTH PLAN EAST","SX055"
"KG ADMINISTRATIVE SERVICES - ERA ONLY","ECKGA"
"KIDZPARTNERS - ERA ONLY","ECKID"
"KIKKOMAN FOODS INC - CORVEL (WC)","J3925"
"KIKKOMAN FOODS INC - CORVEL (WC)","J3925"
"KIMCO STAFFING SERVICES, INC. - WC","J2818"
"KIMCO STAFFING SERVICES, INC. - WC","J2818"
"KINDERCARE EDUCATION - WC","J2819"
"KINDERCARE EDUCATION - WC","J2819"
"KINDRED HEALTHCARE - WC","J2820"
"KINDRED HEALTHCARE - WC","J2820"
"KINDRED HEALTHCARE TXNS - WC","J2821"
"KINETIC CONCEPTS, INC. - WC","J2822"
"KINETIC CONCEPTS, INC. - WC","J2822"
"KING COUNTY WORKMANS COMP (AUTO)","J4016"
"KING COUNTY WORKMANS COMP (AUTO)","J4016"
"KING COUNTY WORKMANS COMP (WC)","P4016"
"KING COUNTY WORKMANS COMP (WC)","P4016"
"KING PAK POTATO COMPANY LLC (WC)","41556"
"KING RANCH (WC)","41556"
"KINGDOM LEGACY BENEFITS","59184"
"KINGS SEAFOOD COMPANY (WC)","J2116"
"KINGS SEAFOOD COMPANY (WC)","J2116"
"KIRKLAND'S, INC. (WC)","J1614"
"KIRKLAND'S, INC. (WC)","J1614"
"KIRLIN GROUP, THE - WC","J2823"
"KIRLIN GROUP, THE - WC","J2823"
"KLAIS AND COMPANY (NON OHIO BWC ONLY)","34145"
"KLAIS AND COMPANY -  OHIO BWC ONLY","34145"
"KNOWLEDGE UNIVERSE - WC","J2824"
"KNOWLEDGE UNIVERSE - WC","J2824"
"KNOXVILLE UTILITIES BOARD (TN) - CORVEL (WC)","J3330"
"KNOXVILLE UTILITIES BOARD (TN) - CORVEL (WC)","J3330"
"KOCH FOODS, INC - CORVEL (AUTO)","J1986"
"KOCH FOODS, INC - CORVEL (AUTO)","J1986"
"KOCH FOODS, INC - CORVEL (WC)","P1986"
"KOCH FOODS, INC - CORVEL (WC)","P1986"
"KOHL'S DEPARTMENT STORES INC. - WC","J2825"
"KOHL'S DEPARTMENT STORES INC. - WC","J2825"
"KOPP BILLING AGENCY INC","RP091"
"KOREAN  AMERICAN MEDICAL GROUP","KAMG1"
"KPC HEALTHCARE (WC)","J2117"
"KPC HEALTHCARE (WC)","J2117"
"KPMG, LLP - WC","J2826"
"KPMG, LLP - WC","J2826"
"KROGER CO. (WC)","J2327"
"KROGER CO. (WC)","J2327"
"KROGER CO., THE - WC","J2827"
"KROGER CO., THE - WC","J2827"
"KTA CONSTRUCTION (COSD2) (WC)","41556"
"L. ARROWHEAD C. CLUB (WC)","41556"
"L. ARROWHEAD C. CLUB (WC)(ATTACHMENT)","41556"
"LA BLUE  ADVANTAGE","72107"
"LA BLUE ADVANTAGE MEDICAID","LABL"
"LA BLUE ADVANTAGE MEDICAID","LABLM"
"LA CARE HEALTH PLAN","LACAR"
"LA METRO (WC)","J2374"
"LA METRO (WC)","J2374"
"LA VEGA ISD","J4370"
"LACH HEALTHNET BY MEDPOINT","MPM19"
"LACLEDE CHAIN (WC)","41556"
"LACLEDE STEEL (WC)","41556"
"LAFARGE HOLCIM - WC","J2828"
"LAFARGE HOLCIM - WC","J2828"
"LAKE COUNTY PHYSICIANS ASSOCIATION","37116"
"LAKE ELSINORE SCHOOL DISTRICT (WC)","41556"
"LAKESIDE COMMUNITY HEALTHCARE","LMG01"
"LAKESIDE MEDICAL GROUP","66125"
"LAKEWOOD IPA","LIPAZ"
"LAMAR CONSOLIDATED ISD (WC)","41556"
"LAMB WESTON HOLDINGS - CANADA - AUTO","J3242"
"LAMB WESTON HOLDINGS - CANADA - AUTO","J3242"
"LAMB WESTON HOLDINGS - LIABILITY - AUTO","J3241"
"LAMB WESTON HOLDINGS - LIABILITY - AUTO","J3241"
"LAMB WESTON HOLDINGS - WC","J2829"
"LAMB WESTON HOLDINGS - WC","J2829"
"LAMESA ISD (WC)","41556"
"LANCASTER COLONY CORPORATION - WC","J2831"
"LANCASTER GENERAL HEALTH-PREFERRED HEALTHCARE","16109"
"LAND O' LAKES, INC. - WC","J2832"
"LAND O' LAKES, INC. - WC","J2832"
"LANDIN (WC)","J3808"
"LANDMARK","LNDMK"
"LANDMARK GOLF CO (WC)","41556"
"LANDMARK GRAD&PAVING (WC)","41556"
"LANDMARK MEDIA ENTERPRISES, LLC - WC","J2833"
"LANDMARK MEDIA ENTERPRISES, LLC - WC","J2833"
"LANDRY'S - CORVEL (AUTO)","J1889"
"LANDRY'S - CORVEL (AUTO)","J1889"
"LANDRY'S - CORVEL (WC)","P1889"
"LANDRY'S - CORVEL (WC)","P1889"
"LANDSTAR BCO WC PROGRAM (WC)","J1080"
"LANDSTAR BCO WC PROGRAM (WC)","J1080"
"LANDTEK GROUP, THE - WC","J2834"
"LANDTEK GROUP, THE - WC","J2834"
"LANE COUNTY (OR) - CORVEL (AUTO)","J1987"
"LANE COUNTY (OR) - CORVEL (AUTO)","J1987"
"LANE COUNTY (WC)","41556"
"LAPOYNER ISD (WC)","J3944"
"LAPOYNER ISD (WC)","J3944"
"LAPP INSULATORS, LLC - WC","J2835"
"LAPP INSULATORS, LLC - WC","J2835"
"LARIMER COUNTY - WC","41556"
"LARRY FLYNT PUBLICATIONS- GUARANTEED COST (WC)","J4200"
"LAS VEGAS SANDS CORP (WC)","J4017"
"LAS VEGAS SANDS CORP (WC)","J4017"
"LASALLE MEDICAL ASSOCIATES","LSMA2"
"LASSO HEALTHCARE MSA","10550"
"LAUREL HEALTH CARE COMPANY - WC","J2836"
"LAUREL HEALTH CARE COMPANY - WC","J2836"
"LAURIDSEN GROUP (VIA EMC RISK SERVICES) (EX (WC)","J1118"
"LAWRENCE LIVERMORE NATIONAL LABORATORY - WC","J2837"
"LAWRENCE LIVERMORE NATIONAL LABORATORY - WC","J2837"
"LB AUTO/</br>PACIFIC PART (WC)","41556"
"LB AUTO/</br>PACIFIC SUPP (WC)","41556"
"LCTA WORKERS' COMP (LOUISIANA COMMERCE & TR (WC)","J1998"
"LCTA WORKERS' COMP (LOUISIANA COMMERCE & TR (WC)","J1998"
"LEAGUE OF MINNESOTA CITIES INSURANCE TRUST (WC)","J1527"
"LEAGUE OF MINNESOTA CITIES INSURANCE TRUST (WC)","J1527"
"LEAR CORPORATION - WC","J2838"
"LEAR CORPORATION - WC","J2838"
"LEDCOR CONTRACTORS GROUP, INC. - WC","J2839"
"LEDCOR CONTRACTORS GROUP, INC. - WC","J2839"
"LEGACY HEALTH - WC","J2840"
"LEGACY HEALTH - WC","J2840"
"LEKOS ELECTRIC (WC)","41556"
"LEON COUNTY SCHOOLS - CORVEL (AUTO)","J3987"
"LEON COUNTY SCHOOLS - CORVEL (AUTO)","J3987"
"LEON COUNTY SCHOOLS - CORVEL (WC)","P3987"
"LEON COUNTY SCHOOLS - CORVEL (WC)","P3987"
"LEON HEALTH PLANS","A3565"
"LEON MEDICAL CENTER HEALTH PLAN FL","37316"
"LEPRINO FOODS COMPANY","J4392"
"LES SCHWAB - WC","J2841"
"LES SCHWAB - WC","J2841"
"LEVIN ENTERPRISES, INC. (WC)","41556"
"LFP CORPORATION - CORVEL (AUTO)","J1650"
"LFP CORPORATION - CORVEL (AUTO)","J1650"
"LFP CORPORATION - CORVEL (WC)","P1650"
"LFP CORPORATION - CORVEL (WC)","P1650"
"LIBERTY ADVANTAGE NC","LIB01"
"LIBERTY COCA-COLA BEVERAGES, LLC - WC","J2842"
"LIBERTY COCA-COLA BEVERAGES, LLC - WC","J2842"
"LIBERTY DENTAL PLAN, INC. - ERA ONLY","ECLIB"
"LIBERTY HEALTH ADVANTAGE","87071"
"LIBERTY MUTUAL (WC)","33600"
"LIBERTY MUTUAL (WC)(ATTACHMENT)","33600"
"LIBERTY MUTUAL AUTO(ATTACHMENT)","L1058"
"LIBERTY MUTUAL MIDDLE MARKETS (WC)","33600"
"LIBERTY NATIONAL LIFE INSURANCE COMPANY","65331"
"LIBERTY NORTHWEST (WC)","33600"
"LIBERTY PROPERTY TRUST OCIP - LPT - WC","J2843"
"LIBERTY WAUSAU (WC)","33600"
"LIFE CARE CENTERS OF AMERICA - ERA ONLY","ECLIF"
"LIFE PITTSBURG","25181"
"LIFE ST JOSEPH OF THE PINES","59847"
"LIFE ST MARY","76184"
"LIFE TIME INC - CORVEL (AUTO)(ATTACHMENT)","A4101"
"LIFE TIME INC - CORVEL (WC)(ATTACHMENT)","E4101"
"LIFECIRCLES PACE","71498"
"LIFESHIELD NATIONAL INSURANCE CO.","47865"
"LIFESYNC","61101"
"LIFETIME BENEFIT SOLUTIONS","EBSRM"
"LIFETIME BRANDS,INC. CORVEL (WC)","J4236"
"LIFETRAC","41136"
"LIFEWISE HEALTH PLAN OF WASHINGTON","91049"
"LIFEWISE HEALTHPLAN OF OR-A PREMERA HEALTHPLAN","93093"
"LIFEWORKS ADVANTAGE (ISNP PLAN)","LWA01"
"LIGHTHOUSE HEALTH PLAN","31828"
"LIGHTHOUSE INDEMNITY LLC - WC","J2844"
"LIGHTHOUSE INDEMNITY LLC - WC","J2844"
"LINCOLN ELECTRIC HOLDINGS, INC. - WC","J2845"
"LINE CONSTRUCTION BENEFIT FUND","LCB01"
"LINEAGE LOGISTICS HOLDINGS, LLC - CORVEL (AUTO)","J2172"
"LINEAGE LOGISTICS HOLDINGS, LLC - CORVEL (AUTO)","J2172"
"LINEAGE LOGISTICS HOLDINGS, LLC - CORVEL (WC)","P2172"
"LINEAGE LOGISTICS HOLDINGS, LLC - CORVEL (WC)","P2172"
"LINK SNACKS (JACKS LINKS) - CORVEL (WC)","J2133"
"LINK SNACKS (JACKS LINKS) - CORVEL (WC)","J2133"
"LINKIA, INC","PAKIA"
"LION FARMS (AUTO)","J3802"
"LION FARMS (AUTO)","J3802"
"LION FARMS (WC)","P3802"
"LION FARMS (WC)","P3802"
"LION RAISINS (WC)","J3803"
"LION RAISINS (WC)","J3803"
"LIQUI-BOX CORPORATION - WC","J2846"
"LIQUI-BOX CORPORATION - WC","J2846"
"LIQUID ENVIRONMENTAL SOLUTIONS - WC","J2847"
"LIQUID ENVIRONMENTAL SOLUTIONS - WC","J2847"
"LITHIA MOTORS, INC. - CORVEL (AUTO)","J3730"
"LITHIA MOTORS, INC. - CORVEL (AUTO)","J3730"
"LITHIA MOTORS, INC. - CORVEL (WC)","P3730"
"LITHIA MOTORS, INC. - CORVEL (WC)","P3730"
"LITTLE CAESARS OF SAN ANTONIO, INC. (WC)","J2221"
"LITTLE CAESARS OF SAN ANTONIO, INC. (WC)","J2221"
"LITTLE COMPANY OF MARY","LCM10"
"LITTLE COMPANY OF MARY HOSPITAL & HEALTH - (WC)","J2848"
"LITTLE COMPANY OF MARY HOSPITAL & HEALTH - (WC)","J2848"
"LIVELY, INC. - ERA ONLY","ECLVL"
"LIVINGSTON ISD (WC)","41556"
"LK ARROWHEAD CO CLUB (WC)","41556"
"LOCAL 135 HEALTH BENEFIT FUND","35107"
"LOCAL 137 OPERATING ENGINEERS WELFARE FUND","84041"
"LOCAL 670 ENGINEERS","67011"
"LOCAL 670 ENGINEERS VIP","67022"
"LOCKARD & WILLIAMS","CB752"
"LODI MEMORIAL HOSPITAL (WC)","41556"
"LOMA LINDA UNIVERSITY","37267"
"LOMA LINDA UNIVERSITY (WC)","J2211"
"LOMA LINDA UNIVERSITY (WC)","J2211"
"LOMA LINDA UNIVERSITY MEDICAL CENTER","95352"
"LONE STAR MEDICAL GROUP","LNSTR"
"LONE STAR TPA","45289"
"LONG BEACH PUBLIC TRANSPORTATION COMPANY (WC)","J2118"
"LONG BEACH PUBLIC TRANSPORTATION COMPANY (WC)","J2118"
"LONG BEACH UNIFIED SCHOOL DISTRICT (WC)","J1515"
"LONG BEACH UNIFIED SCHOOL DISTRICT (WC)","J1515"
"LONG ISLAND BUS (NEW YORK MTA) (AUTO)","J4184"
"LONG ISLAND BUS (NEW YORK MTA) (WC)","J418A"
"LONG ISLAND RR (NEW YORK MTA) - CORVEL (AUTO)","J418B"
"LONG ISLAND RR (NEW YORK MTA) - CORVEL (WC)","J4185"
"LONGEVITY HEALTH PLAN - COLORADO","LCO01"
"LONGEVITY HEALTH PLAN - FL","LFL01"
"LONGEVITY HEALTH PLAN - MICHIGAN","LMI01"
"LONGEVITY HEALTH PLAN - NEW JERSEY","LNJ01"
"LONGEVITY HEALTH PLAN - NORTH CAROLINA","LNC01"
"LONGEVITY HEALTH PLAN OF ILLINOIS","LIL01"
"LONGEVITY HEALTH PLAN OF NEW YORK","LNY01"
"LONGEVITY HEALTHPLAN OF OK","LOK01"
"LONGS DRUGS (CONDUENT - FORMERLY BUNCH CARE (WC)","J1464"
"LONGS DRUGS (CONDUENT - FORMERLY BUNCH CARE (WC)","J1464"
"LOR, INC. - WC","J2849"
"LOR, INC. - WC","J2849"
"LOS ANGELES COMMUNITY COLLEGE DISTRICT (WC)","J2314"
"LOS ANGELES COUNTY DEVELOPMENT AUTHORITY (COMMUNITY DEVELOPMENT COMMISSION) - CORVEL(AUTO)(ATTACHMENT)","P1655"
"LOS ANGELES COUNTY DEVELOPMENT AUTHORITY (WC)(ATTACHMENT","J1655"
"LOS ANGELES FIREMEN’S RELIEF ASSN (LAFRA) - ERA","ECLAF"
"LOS ANGELES UNIFIED SCHOOL DISTRICT - WC","J2850"
"LOUISIANA HEALTH COOPERATIVE","67202"
"LOUISIANA HEALTHCARE CONNECTIONS","68069"
"LOUISIANA OFFICE OF RISK MANAGEMENT - WC","J2851"
"LOUISIANA OFFICE OF RISK MANAGEMENT - WC","J2851"
"LOUISIANA STATE UNIVERSITY - CORVEL (AUTO)","J1953"
"LOUISIANA STATE UNIVERSITY - CORVEL (AUTO)","J1953"
"LOUISIANA STATE UNIVERSITY - CORVEL (WC)","P1953"
"LOUISIANA STATE UNIVERSITY - CORVEL (WC)","P1953"
"LOUISIANA WORKERS' COMPENSATION CORPORATION (WC)","J1547"
"LOUISIANA WORKERS' COMPENSATION CORPORATION (WC)","J1547"
"LOVELACE SANDIA HEALTH PLAN - NM","90328"
"LOWE'S (CONDUENT - FORMERLY BUNCH CARESOL (AUTO)","J1465"
"LOWE'S (CONDUENT - FORMERLY BUNCH CARESOL (AUTO)","J1465"
"LOWE'S (CONDUENT - FORMERLY BUNCH CARESOLUT (WC)","P1465"
"LOWE'S (CONDUENT - FORMERLY BUNCH CARESOLUT (WC)","P1465"
"LOWE'S COMPANIES, INC - WC","J2852"
"LOWE'S COMPANIES, INC - WC","J2852"
"LOWER KUSKOKWIM SCHOOL DISTRICT","56756"
"LOYAL AMERICAN INSURANCE","6437A"
"LOYOLA PHYSICIAN PARTNERS","37175"
"LSG SKY CHEFS INTERNATIONAL (WC)","J1081"
"LSG SKY CHEFS INTERNATIONAL (WC)","J1081"
"LTI, INC./</br>MILKY WAY - WC","J2853"
"LTI, INC./</br>MILKY WAY - WC","J2853"
"LUBBOCK ISD (AUTO)","J3731"
"LUBBOCK ISD (AUTO)","J3731"
"LUBBOCK ISD (WC)","P3731"
"LUBBOCK ISD (WC)","P3731"
"LUBRIZOL CORPORATION, THE - WC","J2854"
"LUBRIZOL CORPORATION, THE - WC","J2854"
"LUMBERMEN'S UNDERWRITING ALLIANCE (AUTO)","J1899"
"LUMBERMEN'S UNDERWRITING ALLIANCE (AUTO)","J1899"
"LUMBERMEN'S UNDERWRITING ALLIANCE (WC)","P1899"
"LUMBERMEN'S UNDERWRITING ALLIANCE (WC)","P1899"
"LUXOTTICA US HOLDINGS CORP - WC","J2856"
"LUXOTTICA US HOLDINGS CORP - WC","J2856"
"LVMH MOET HENNESSY LOUIS VUITTON INC. - WC","J2857"
"LVMH MOET HENNESSY LOUIS VUITTON INC. - WC","J2857"
"LWP CLAIMS SOLUTIONS, INC. (WC)","J2322"
"LWP CLAIMS SOLUTIONS, INC. (WC)","J2322"
"LYCA TEL LLC - WC","J2858"
"LYCA TEL LLC - WC","J2858"
